CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,TTL_RECEIPTS
P60017100,"VALENTINE, JAMES",C,NNE,00,00,0
P00007567,"HAWKINS, DANNY NATHANIEL JR.",C,NON,00,00,179.97
P00010876,"TRAHAN, CHANCE BRADFORD MR",C,NON,00,00,18590.07
P00014241,"ACKER, RYAN",C,NON,00,00,1740
P00014837,"QUINN, FRANK G",C,NPA,00,00,240
P60019668,"GEORGE, JEFF",O,NPA,00,00,0
P00013698,"ELWORTH, MARK JR",C,OTH,00,00,255
P00013706,"SEGAL, JEROME MICHAEL",C,OTH,00,00,20003
P00013839,"KRUPKIN, ALEX",C,OTH,00,00,4100
P20003174,"SPONHEIM, DAVID JON",C,OTH,00,00,266.64
P60017852,"ROBERTS, CLIFTON LEE MR.",C,OTH,00,00,3405
P80005572,"LA RIVA, GLORIA ESTELA",C,PAF,00,00,12028
P00015230,"TANNIRU, JOSEPH KISHORE",C,SEP,00,00,19575.05
P00011247,"CURTIS, DAVID",C,UN,00,00,273
P00015537,"SIMMONS, JADE",C,UN,00,00,42287.51
P00015941,"FLORQUIST, CHRISTOPHER PAUL",C,UN,00,00,12231.52
P00010090,"AVINA, CANDACE MARIE BATES",C,UNK,00,00,25
P00011320,"HICKS, ANDREW LEE",C,UNK,00,00,45
P00013730,"DIGGS, WANDA LYNNE",C,UNK,00,00,3372
P00013417,"SYKES, MARCUS ERRELLIUS",C,W,00,00,909.77
P00014126,"MEDEIROS, JOHN MANIMAS MR.",C,W,00,00,5702
S4AK00214,"SULLIVAN, DAN",I,REP,AK,00,6264492.26
S0AK00196,"GROSS, AL DR.",C,IND,AK,00,5241168.15
S0AL00156,"JONES, DOUG",I,DEM,AL,00,14476477.66
S0AL00206,"BYRNE, BRADLEY ROBERTS",C,REP,AL,00,3529990.39
S0AL00230,"TUBERVILLE, THOMAS H",C,REP,AL,00,4160547.58
S0AL00248,"ADAIR, STANLEY E",C,REP,AL,00,287948.47
S0AL00263,"MOONEY, ARNOLD",C,REP,AL,00,966779.6
S0AL00271,"SERBIN, JOHN PAUL",C,REP,AL,00,450
S0AL00289,"MERRILL, JOHN H",C,REP,AL,00,928497.69
S0AL00297,"MOORE, ROY STEWART",C,REP,AL,00,189664.85
S0AL00305,"ROMAGNANO, CHASE ANDERSON ANDY REV.",C,REP,AL,00,0
S6AL00195,"SESSIONS, JEFFERSON B",C,REP,AL,00,2209863.16
S0AL00313,"PARRISH, MICHAEL",C,UN,AL,00,5116.21
S0AR00200,"MAHONY, JOSHUA MR.",C,DEM,AR,00,372735.13
S4AR00103,"COTTON, THOMAS",I,REP,AR,00,6001977.67
S0AR00218,"WHITFIELD, DANIEL ALLEN",C,IND,AR,00,39185.38
S0AZ00350,"KELLY, MARK",C,DEM,AZ,00,46104215.58
S0AZ00343,"LAROSE, JOSUE",C,REP,AZ,00,0
S0AZ00376,"MCCARTHY, DANIEL",C,REP,AZ,00,511883.68
S8AZ00189,"BRITTAIN, CRAIG R",C,REP,AZ,00,3075.68
S8AZ00221,"MCSALLY, MARTHA",I,REP,AZ,00,30393675.5
S0CA00447,"SAGOO, GURPINDER SINGH",C,REP,CA,00,5000
S2CA00591,"CARROLL, JERRY LEON",C,OTH,CA,00,40
S0CO00286,"ROMANOFF, ANDREW",C,DEM,CO,00,3360786.51
S0CO00419,"LEITZEL, DUSTIN JOHN",C,DEM,CO,00,0
S0CO00435,"GARCIA, LORENA LORENA FOR",C,DEM,CO,00,135233.47
S0CO00443,"POTTRATZ, KEITH ALLEN",C,DEM,CO,00,2003.3
S0CO00450,"ZORNIO, PATRICIA ANNE",C,DEM,CO,00,132238.52
S0CO00468,"JOHNSTON, MICHAEL C",C,DEM,CO,00,3614852.43
S0CO00476,"KOMBO, DANIELLE",C,DEM,CO,00,0
S0CO00484,"SPAULDING, STEPHANY ROSE",C,DEM,CO,00,191542.54
S0CO00492,"BRAY, DIANA",C,DEM,CO,00,92354.51
S0CO00500,"BAER, DAN",C,DEM,CO,00,1677280.74
S0CO00518,"WALSH, JOHN",C,DEM,CO,00,886506.41
S0CO00526,"BURNES, ELLEN DR",C,DEM,CO,00,122027.52
S0CO00534,"MADDEN, ALICE",C,DEM,CO,00,346191.66
S0CO00559,"WILLIAMS, ANGELA",C,DEM,CO,00,114297.49
S0CO00567,"WARREN, MICHELLE FERRIGNO",C,DEM,CO,00,104120.74
S0CO00575,"HICKENLOOPER, JOHN W.",C,DEM,CO,00,14204259.33
S0CO00658,"BOYINGTON, MARCOS DAVID CARDOSO",C,DEM,CO,00,127.26
S6CO00333,"UNDERWOOD, ERIK M.",C,DEM,CO,00,22488.06
S4CO00395,"GARDNER, CORY",I,REP,CO,00,14576114.48
S0CO00591,"MILTON, CHRISTOPHER HAWKINS CRITTER",C,UNI,CO,00,10862.46
S0DE00092,"COONS, CHRISTOPHER A.",I,DEM,DE,00,4337241.57
S0DE00175,"SCARANE, JESSICA",C,DEM,DE,00,192565.35
S0DE00183,"WITZKE, LAUREN ELENA",C,REP,DE,00,109015.71
S0DE00191,"DEMARTINO, JAMES",C,REP,DE,00,38264.28
S0GA00369,"WILLIAMS, ELAINE WHIGHAM",C,DEM,GA,00,5000
S0GA00393,"TOMLINSON, TERESA PIKE",C,DEM,GA,00,2875821.89
S0GA00401,"RIGGS AMICO, SARAH",C,DEM,GA,00,2144426.69
S0GA00419,"TERRY, EDWARD",C,DEM,GA,00,140149.36
S0GA00435,"SHOUSE, HAROLD SHELBY MR JR",C,DEM,GA,00,19782.97
S0GA00468,"LIEBERMAN, MATTHEW",C,DEM,GA,00,1254005.11
S0GA00484,"JOHNSON-SHEALEY, TAMARA",C,DEM,GA,00,25553.93
S0GA00500,"DILLARD SMITH, MAYA",C,DEM,GA,00,26179.96
S0GA00542,"WINFIELD, RICHARD DIEN",C,DEM,GA,00,31833.95
S0GA00559,"WARNOCK, RAPHAEL",C,DEM,GA,00,4404865.36
S0GA00583,"TARVER, EDWARD J.",C,DEM,GA,00,150383.52
S0GA00591,"JACKSON, DEBORAH A",C,DEM,GA,00,11243.2
S0GA00666,"MCCRACKEN, TRICIA",C,DEM,GA,00,5220
S0GA00674,"KNOX, JAMES",,DEM,GA,00,300
S8GA00180,"OSSOFF, T. JONATHAN",C,DEM,GA,00,7311041.84
S0GA00492,"JOHNSON, ARTHUR WAYNE",C,REP,GA,00,98775
S0GA00526,"LOEFFLER, KELLY",I,REP,GA,00,17585446.67
S0GA00534,"MILLER, ERVAN KATARI MR.",C,REP,GA,00,255
S0GA00567,"COLLINS, DOUGLAS ALLEN",C,REP,GA,00,3794888.44
S0GA00641,"TAYLOR, KANDISS SHARPE DR",C,REP,GA,00,11075.9
S0GA00658,"GRAYSON, DERRICK E REV",C,REP,GA,00,18060.84
S4GA11285,"PERDUE, DAVID",I,REP,GA,00,11349835.45
S0GA00617,"FORTUIN, JOHN",C,GRE,GA,00,5618.13
S0GA00443,"BARTELL, ELBERT(AL)",C,IND,GA,00,5938.87
S0GA00625,"STOVALL, VALENCIA",C,IND,GA,00,7970
S4GA11103,"BUCKLEY, ALLEN",C,IND,GA,00,18727
S0GA00633,"SLOWINSKI, BRIAN RICHARD",C,LIB,GA,00,5220
S0IA00150,"MAURO, EDDIE J",C,DEM,IA,00,5020525.84
S0IA00168,"GRAHAM, KIMBERLY",C,DEM,IA,00,291589.49
S0IA00176,"GREENFIELD, THERESA",C,DEM,IA,00,11608198.63
S0IA00192,"WOODS, CAL GEORGE",C,DEM,IA,00,55834.5
S0IA00200,"FRANKEN, MICHAEL",C,DEM,IA,00,972298.6
S4IA00129,"ERNST, JONI K",I,REP,IA,00,11720548.74
S0IA00184,"HERZOG, SUZANNE",C,IND,IA,00,13817.94
S0ID00149,"HARRIS, NANCY LYNN",C,DEM,ID,00,23982.83
S0ID00164,"VANDERMAAS, JIM",C,DEM,ID,00,18060.76
S0ID00180,"JORDAN, PAULETTE",C,DEM,ID,00,247640.12
S8ID00092,"RISCH, JAMES E",I,REP,ID,00,2019580.05
S6ID00104,"WRITZ, RAY",C,CON,ID,00,3140
S0IL00493,"STAVA-MURRAY, ANNE MICHELE MOST RECEN",C,DEM,IL,00,175
S0IL00576,"JORDAN LAWLOR, MARILYN",C,DEM,IL,00,4310
S6IL00151,"DURBIN, RICHARD J.",I,DEM,IL,00,5317661.81
S0IL00501,"HUBBARD, PEGGY",C,REP,IL,00,198079.77
S0IL00527,"TARTER, THOMAS",C,REP,IL,00,166587.5
S0IL00543,"CURRAN, MARK",C,REP,IL,00,172820.38
S0IL00550,"CHLEBEK, CASEY",C,REP,IL,00,37726.2
S6IL00185,"MARSHALL, ROBERT",C,REP,IL,00,75030
S0IL00618,"MALOUF, DANIEL",C,LIB,IL,00,7634
S0IL00568,"WILSON, WILLIE",C,OTH,IL,00,76000
S0KS00224,"BOYDA, NANCY E",O,DEM,KS,00,15995.6
S0KS00232,"GRISSOM, BARRY",O,DEM,KS,00,472189.09
S0KS00265,"TILLMAN, ROBERT LEON",O,DEM,KS,00,100
S0KS00307,"REDDI, USHA",O,DEM,KS,00,149493.42
S0KS00323,"BOLLIER, BARBARA",O,DEM,KS,00,7849829.93
S0KS00208,"LATURNER, JAKE",O,REP,KS,00,510467
S0KS00240,"LINDSTROM, DAVID ALAN",O,REP,KS,00,714782.28
S0KS00257,"KOBACH, KRIS",O,REP,KS,00,939776.95
S0KS00281,"PRUITT, BRYAN",O,REP,KS,00,7390
S0KS00299,"WAGLE, SUSAN",O,REP,KS,00,813185.11
S0KS00315,"MARSHALL, ROGER W",O,REP,KS,00,2723706.22
S0KS00331,"MATLOCK, BRIAN",O,REP,KS,00,21020.88
S0KS00349,"HAMILTON, BOB",O,REP,KS,00,3695530
S6KS00080,"ROBERTS, PAT",I,REP,KS,00,11475.01
S0KY00271,"COX, STEVEN JEWELL ISOM",C,DEM,KY,00,4786
S0KY00313,"AUSBROOKS, JIMMY",C,DEM,KY,00,1499.69
S0KY00321,"BROIHIER, MICHAEL GEORGE",C,DEM,KY,00,616379.96
S0KY00339,"MCGRATH, AMY",C,DEM,KY,00,47296923.86
S0KY00370,"JONES, MATT",C,DEM,KY,00,49894.53
S0KY00388,"ROTHMULLER, ERIC",C,DEM,KY,00,2985.51
S0KY00420,"BOOKER, CHARLES",C,DEM,KY,00,4826561.54
S0KY00438,"TOBIN, MARY ANN",C,DEM,KY,00,317837.5
S0KY00487,"HILLIARD, MAGGIE JO",,DEM,KY,00,8155.26
S0KY00511,"HILLIARD, MAGGIE JO",,DEM,KY,00,8155.26
S0KY00297,"MORGAN, CLINTON WESLEY",C,REP,KY,00,288018.08
S0KY00461,"JAMES, NAREN",C,REP,KY,00,50070
S2KY00012,"MCCONNELL, MITCH",I,REP,KY,00,31798160.78
S0KY00396,"BARRON, STEPHEN BRADLEY",C,LIB,KY,00,112187.45
S0LA00311,"PIERCE, ANTOINE",C,DEM,LA,00,67249.31
S0LA00337,"WILLIAMS, DARTANYON A.",C,DEM,LA,00,27629.57
S0LA00345,"WENSTRUP, PETER",,DEM,LA,00,56337.03
S0LA00352,"MURPHY, DUSTIN",,REP,LA,00,3103.59
S4LA00107,"CASSIDY, WILLIAM M.",I,REP,LA,00,5139539.24
H2MA04073,"KENNEDY, JOSEPH P III",I,DEM,MA,00,7838752.14
S0MA00166,"LISS-RIORDAN, SHANNON MS.",C,DEM,MA,00,3242867.09
S0MA00182,"PEMBERTON, STEVE",C,DEM,MA,00,475244.65
S0MA00208,"KENNEDY, JOSEPH P III",C,DEM,MA,00,7838752.14
S4MA00028,"MARKEY, EDWARD J. SEN.",I,DEM,MA,00,7779193.38
S0MA00232,"O'CONNOR, KEVIN J",C,REP,MA,00,256441.1
S8MA00268,"AYYADURAI, SHIVA DR",C,REP,MA,00,1661884.77
S0ME00053,"LONDON, CATHLEEN GREENBERG DR",C,DEM,ME,00,0
S0ME00087,"KIDMAN, BRE MX.",C,DEM,ME,00,23975.68
S0ME00103,"SWEET, BETSY",C,DEM,ME,00,689420.84
S0ME00111,"GIDEON, SARA",C,DEM,ME,00,24231062.37
S0ME00129,"TREACY, JONATHAN",C,DEM,ME,00,36393.54
S0ME00145,"LAJEUNESSE, ROSS",C,DEM,ME,00,791079.29
S0ME00095,"LEVASSEUR, DEREK ALLEN",C,REP,ME,00,8612.8
S6ME00159,"COLLINS, SUSAN M.",I,REP,ME,00,13970887.37
S0ME00079,"VANHELSING, DANIELLE RAVYN",C,IND,ME,00,0
S8ME00163,"LINN, MAX MR.",,IND,ME,00,0
S0ME00137,"SAVAGE, LISA JILL",C,UNK,ME,00,92227.87
S4MI00355,"PETERS, GARY",I,DEM,MI,00,19458434.54
S4MI00298,"CARR, BOB",C,REP,MI,00,23283
S8MI00372,"JAMES, JOHN",C,REP,MI,00,20493428.67
S8MN00438,"FRANKEN, AL",I,DEM,MN,00,36616.51
S8MN00578,"SMITH, TINA",I,DEM,MN,00,10117668.3
S0MN00286,"HYATT, FOREST W. MR.",C,REP,MN,00,10200
S0MN00294,"BARRETT, ROBERT PAUL MR JR.",C,REP,MN,00,35875.39
S0MN00310,"WASHINGTON, THERON PRESTON MR. NA",C,REP,MN,00,0
S0MN00328,"LEWIS, JASON",C,REP,MN,00,2492419.38
S0MN00336,"OVERBY, PAULA MIRARE",C,DFL,MN,00,761
S8MS00287,"ESPY, MICHAEL",C,DEM,MS,00,1424313.02
S8MS00295,"BARTEE, TOBEY",C,DEM,MS,00,0
S8MS00261,"HYDE-SMITH, CINDY",I,REP,MS,00,2114341.98
S0MS00094,"WRIGHT, MARY",,IND,MS,00,1908
S0MT00090,"COLLINS, WILMOT JAMES",C,DEM,MT,00,281852.33
S0MT00108,"MUES, JOHN",C,DEM,MT,00,187923.01
S0MT00116,"BALLARD, JACK",C,DEM,MT,00,29955
S0MT00132,"NEUMANN, CORA",C,DEM,MT,00,644229.48
S0MT00173,"BULLOCK, STEVE",C,DEM,MT,00,11161376.71
S0MT00157,"LARSON, DANIEL RICHARD",C,REP,MT,00,3775
S2MT00096,"DAINES, STEVE",I,REP,MT,00,11563280.73
S0MT00181,"GIESE, SUSAN GOOD",C,LIB,MT,00,11752.29
S0NC00202,"CUNNINGHAM, CAL",C,DEM,NC,00,15119926.6
S0NC00285,"FULLER, TREVOR MICHAEL",C,DEM,NC,00,31597.95
S0NC00327,"MANSFIELD, ERIC",C,DEM,NC,00,258505.9
S0NC00343,"SMITH, ERICA DANETTE",C,DEM,NC,00,239335.94
S0NC00368,"SWENSON, STEVE",C,DEM,NC,00,2500
S0NC00293,"SMITH, SANDY",C,REP,NC,00,1030474.12
S0NC00319,"TUCKER, GARLAND S III",C,REP,NC,00,2218719.06
S4NC00162,"TILLIS, THOM R. SEN.",I,REP,NC,00,10896717.75
S6NC00308,"HOLMQUIST, LARRY",C,REP,NC,00,4385
S0NE00072,"PHILIPS, ANGELIC MARIE",C,DEM,NE,00,17755.08
S0NE00098,"SHELTON, ALISHA",C,DEM,NE,00,29936.94
S0NE00106,"MACEK, DENNIS FRANK",C,DEM,NE,00,27936
S8NE00141,"MARVIN, LARRY",C,DEM,NE,00,19356.25
S8NE00216,"JANICEK, CHRIS EDWARD MR",C,DEM,NE,00,125684.75
S0NE00080,"INNIS, MATT",C,REP,NE,00,69034.11
S4NE00090,"SASSE, BENJAMIN E",I,REP,NE,00,3751779.95
S0NH00219,"SHAHEEN, JEANNE",I,DEM,NH,00,12372402.51
S0NH00318,"O'BRIEN, WILLIAM LAWRENCE",C,REP,NH,00,105956.54
S0NH00326,"BOLDUC, DONALD C.",C,REP,NH,00,740194.7
S0NH00334,"MESSNER, BRYANT 'CORKY' S.",C,REP,NH,00,4297870.44
S0NH00300,"O'DONNELL, JUSTIN F",C,LIB,NH,00,1675
S0NJ00233,"HAMM, LAWRENCE MR.",C,DEM,NJ,00,81647.96
S4NJ00185,"BOOKER, CORY A.",I,DEM,NJ,00,4387860.61
S0NJ00191,"SINGH, HIRSH V",C,REP,NJ,00,602051.37
S0NJ00217,"MEHTA, RIKIN",C,REP,NJ,00,395879.46
S4NJ00250,"MEISSNER, STUART",C,REP,NJ,00,316535
S8NJ00012,"BELL, JEFFREY",C,REP,NJ,00,0
S8NJ00541,"FLANAGAN, PATRICIA",C,REP,NJ,00,21359.35
S0NJ00258,"FERNANDEZ, VERONICA",C,IND,NJ,00,10047.2
S0NJ00266,"BURKE, DANIEL C. MR.",C,IND,NJ,00,5390
S0NM00058,"LUJAN, BEN RAY",O,DEM,NM,00,6331746.82
S0NM00074,"TOULOUSE OLIVER, MAGGIE",O,DEM,NM,00,491856.3
S8NM00184,"UDALL, TOM",I,DEM,NM,00,47708.62
S0NM00066,"CLARKSON, GAVIN",O,REP,NM,00,1247479.26
S0NM00090,"MARTINEZ, ELISA",O,REP,NM,00,511408.5
S0NM00116,"SANCHEZ, LOUIE J",O,REP,NM,00,162470.6
S0NM00124,"RONCHETTI, MARK V.",O,REP,NM,00,1386070.16
S8NM00200,"RICH, MICK",O,REP,NM,00,265440.67
S0NM00132,"WALSH, BOB",O,LIB,NM,00,3268.01
S8NY00249,"TADESHE, MARY RONKE",C,ICD,NY,00,12000
S0OK00321,"BRITT, ELYSABETH",C,DEM,OK,00,2000
S0OK00339,"BILLINGS, DYLAN DR.",C,DEM,OK,00,3075.58
S0OK00354,"ROGERS, BEVON",C,DEM,OK,00,1480
S0OK00370,"BROYLES, ABBY",C,DEM,OK,00,727652.67
S0OK00347,"STITT, JJ MR.",C,REP,OK,00,46301.38
S0OK00438,"MAVIS, NEIL J MR.",C,REP,OK,00,15241.28
S4OK00083,"INHOFE, JAMES M. SEN.",I,REP,OK,00,3151575.28
S0OK00404,"NESBIT, APRIL",C,IND,OK,00,2575
S8OR00207,"MERKLEY, JEFFREY ALAN",I,DEM,OR,00,4905742.47
S0OR00337,"ROMERO, PAUL JOSEPH MR. JR.",C,REP,OR,00,7834.93
S4OR00156,"PERKINS, JO RAE",C,REP,OR,00,36968.02
S6RI00163,"REED, JOHN F.",I,DEM,RI,00,2410496.53
S0RI00067,"WATERS, ALLEN",C,REP,RI,00,15761.75
S0SC00289,"HARRISON, JAIME",C,DEM,SC,00,28996588.96
S0SC00305,"TINUBU, GLORIA BROMELL DR.",C,DEM,SC,00,27929.12
S0SC00149,"GRAHAM, LINDSEY O.",I,REP,SC,00,26371048.63
S0SC00297,"REYNOLDS, JOSEPH",C,REP,SC,00,109544.45
S0SC00313,"LAPIERRE, MICHAEL JAMES",C,REP,SC,00,237640.94
S0SC00321,"BUCKNER, DWAYNE DUKE",C,REP,SC,00,27645.19
S0SD00070,"AHLERS, DAN",C,DEM,SD,00,77492.32
S0SD00096,"HART, CLARA M MS",C,DEM,SD,00,2292.26
S0SD00088,"BORGLUM, SCYLLER",C,REP,SD,00,63344.72
S4SD00049,"ROUNDS, MIKE",I,REP,SD,00,2685828.88
S0TN00268,"KIMBROUGH, ROBIN",O,DEM,TN,00,17350.78
S0TN00284,"PICKRELL, MARK",O,DEM,TN,00,35423.09
S0TN00342,"BRADSHAW, MARQUITA",,DEM,TN,00,8420.77
S8TN00311,"MACKLER, JAMES",O,DEM,TN,00,2125367.29
S0TN00144,"SETHI, DR. MANNY",O,REP,TN,00,4631035.21
S0TN00151,"GAPP, JOSHUA DOMINIQUE GREGORY",O,REP,TN,00,298846.36
S0TN00169,"HAGERTY, BILL",O,REP,TN,00,12330318.1
S0TN00185,"FLINN, GEORGE S DR JR",O,REP,TN,00,4908752
S0TN00201,"BUSH, BYRON",O,REP,TN,00,440634.06
S0TN00219,"PRESLEY, JOHNNY W",O,REP,TN,00,40465
S0TN00235,"BROOKS, NATISHA",O,REP,TN,00,4386.42
S0TN00243,"COPE, ROY DALE",O,REP,TN,00,9483.67
S0TN00250,"MORRELL, KENT",O,REP,TN,00,1980
S0TN00276,"HENRY, JON",O,REP,TN,00,10179
S0TN00326,"OSBORNE, JOHN E.",O,REP,TN,00,101484.05
S2TN00058,"ALEXANDER, LAMAR",I,REP,TN,00,5076.39
S0TN00227,"MCLEOD, ELIZABETH D",O,IND,TN,00,9371.91
S0TN00300,"HILL, GARLAND DEAN II",O,IND,TN,00,57.74
S0TN00318,"FAPARUSI, YOMI DR. SR",O,IND,TN,00,4861.55
S0TX00225,"OCEGUEDA, ADRIAN",C,DEM,TX,00,5777.22
S0TX00233,"HEGAR, MARY JENNINGS MJ",C,DEM,TX,00,6605966.65
S0TX00258,"EDWARDS, AMANDA",C,DEM,TX,00,1013278.91
S0TX00266,"WEST, ROYCE",C,DEM,TX,00,1867804.55
S0TX00274,"FOSTER, JACK DANIEL MR JR",C,DEM,TX,00,6957
S0TX00290,"HERNANDEZ, SEMA",C,DEM,TX,00,7551.04
S0TX00308,"LOVE, JOHN BENARD III",C,DEM,TX,00,31533.45
S0TX00324,"BELL, ROBERT CHRISTOPHER MR.",C,DEM,TX,00,398873.97
S0TX00332,"COOPER, MICHAEL E PASTOR",C,DEM,TX,00,12244
S0TX00381,"GARCIA, ANNE",C,DEM,TX,00,82008.43
S8TX00459,"TZINTZUN RAMIREZ, CRISTINA",C,DEM,TX,00,1218354.08
S0TX00282,"YANCEY, MARK SPENCER",C,REP,TX,00,48556
S0TX00365,"BIERSCHWALE, VIRGIL",C,REP,TX,00,4009
S2TX00106,"CORNYN, JOHN SEN",I,REP,TX,00,16638610.8
S4TX00433,"STOVALL, DWAYNE",C,REP,TX,00,101864
S0TX00373,"SRINIVASAN, ARJUN",C,IND,TX,00,0
S0TX00340,"MCKENNON, KERRY DOUGLAS",C,LIB,TX,00,6535.29
S6VA00093,"WARNER, MARK ROBERT",I,DEM,VA,00,9890807.02
S0VA00070,"BALDWIN, ALISSA",C,REP,VA,00,9324.45
S0VA00096,"ADKINS, GARY GENE",C,REP,VA,00,14045
S0VA00104,"TAYLOR, SCOTT W.",C,REP,VA,00,645296.59
S0VA00120,"WILLIAMS, VICTOR KEITH",C,REP,VA,00,408429.24
S0VA00146,"GADE, DANIEL MACARTHUR MR.",C,REP,VA,00,1004271.29
S0VA00179,"FAULKNER, OMARI",C,REP,VA,00,271346
S0VA00187,"DUNN, BLAINE P HON.",C,REP,VA,00,21400.01
S0WV00215,"SWEARENGIN, PAULA JEAN",C,DEM,WV,00,594500.06
S0WV00249,"OJEDA, RICHARD",C,DEM,WV,00,36770.78
S0WV00256,"ROBB, RICHARD ALLEN",C,DEM,WV,00,25832.8
S0WV00231,"WHITT, LARRY ALLEN II",C,REP,WV,00,68575
S4WV00159,"CAPITO, SHELLEY MOORE",I,REP,WV,00,3639606.12
S0WY00129,"LUDWIG, YANA",O,DEM,WY,00,34164.19
S0WY00152,"BEN DAVID, MERAV",O,DEM,WY,00,80638.18
S0WY00194,"WENDT, NATHAN",,DEM,WY,00,42247
S0WY00103,"WHEELER, JOSHUA B",O,REP,WY,00,13320
S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",O,REP,WY,00,1840041.67
S0WY00160,"SHORT, ROBERT G",O,REP,WY,00,358939.39
S0WY00178,"RICE, DONNA",O,REP,WY,00,193740
S0WY00186,"HOLTHUS, ROLLAND SCOTT MR",,REP,WY,00,4291.94
S4WY00147,"MILLER, BRYAN",O,REP,WY,00,34976.15
S6WY00126,"ENZI, MICHAEL B",I,REP,WY,00,141709.99
