name,state,description,website,donation_url,logo_url,issues
Reclaim Philadelphia,PA,"A new group started by former staff and activists from the Bernie campaign, modeled on and inspired by Reclaim Chicago. They ran actions against the dominance of corporate dollars on the DNC host committee, and are pushing to stop a lame-duck TPP vote. Reclaim Philly is planning to canvass 10,000 doors with a focus on young low-propensity voters, and is in communication and collaboration with other movement groups.",,https://secure.actblue.com/contribute/page/mvmt-pa-reclaim-philadelphia-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/ReclaimPhiladelphia-logo-250x250.jpg,"Climate / Environment, Economic Justice"
She Can Win,PA,"She Can Win is a nonpartisan training program that provides support, mentorship and education to women–particularly Black women–who have a passion for civic leadership. Whether you are interested in running for Public Office, working on campaigns or becoming an advocate for a cause your passion about She Can Win can assist you with achieving your goals.",https://www.shecanwin.net/?fbclid=IwAR0TTBlF-OXq2o8DnbdHHxW_XOx_YnGM1sYfac1ExhQV_G69NIFBPlZsOu0,,https://wp.movement.vote/wp-content/uploads/Shecanwin1.jpg,"Economic Justice, Racial Justice, Reproductive Justice, Voting Rights"
Rhode Island Working Families,RI,Working Families Party is the major umbrella of community and labor organizing in Rhode Island.,http://workingfamilies.org/issues/,https://secure.actblue.com/contribute/page/mvmt-ri-rhode-island-working-families-party-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/RhodeIslandWorkingFamilies-logo-250x250.jpg,Economic Justice
Cypress Action Fund,SC,"The Cypress Action Fund was created in 2019 by donors and organizers rooted in the Carolinas with a shared belief that solutions will come from people-powered grassroots efforts. It is working towards alternatives to traditional philanthropic practices so that movements can be fully self-determined. It is also democratizing philanthropy through Giving Projects, creating the very first fund of that kind in the U.S. South. Organizers and other social justice leaders advise their grantmaking. Movement Voter Project recommends the Cypress fund as a vehicle to move money to grassroots organizations they support in South Carolina.",http://www.cypressfund.org/,,https://wp.movement.vote/wp-content/uploads/cypress-fund-logo-e1597691112845-250x250.png,
Progress South Carolina / Better South Carolina,SC,"Progress South Carolina was reborn to build real progressive power and win policy fights in the state through a combination of communications, digital organizing, and grassroots mobilization. They’re developing local chapters led by members to build and organize in Columbia and Charleston. They also plan to hire organizers in spring to train members on movement politics, then ramp up voter registration and GOTV efforts around the Governor and CD2 races.",,https://secure.actblue.com/donate/mvmt-sc-progress-south-carolina-c4?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/20228388_445824375790458_6409146930111552424_n-250x250.jpg,"Economic Justice, Racial Justice, Reproductive Justice"
Native Youth Leadership Alliance (NYLA),SD,"A powerful nationally-based Native-led organization that invests in young Native American leaders to spark culturally-based community change. It organizes a year-long leadership program that provides training, support, and resources to help young Native leaders create positive change in their communities. It is the only national program for Native leaders that holistically focus on both individual skills and community development.",https://nativeyouthleadership.org/,https://secure.actblue.com/donate/four-directions--inc--1?utf8=%E2%9C%93&amount=&commit=Contribute?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/NativeYouthLeadershipAlliance_logo-250x250.jpg,"Climate / Environment, Economic Justice, Education, Healthcare, LGBTQ, Racial Justice"
SD Voices for Peace,SD,"South Dakota Voices for Peace is commited to empowering South Dakotans with accurate information to fight Islamophobia and anti-immigrant bigotry in order to nurture informed, inclusive, and civically engaged communities.",https://www.sdvfpeace.org,,https://wp.movement.vote/wp-content/uploads/SD-Voices-logo-250x250.jpg,
South Dakota NDN Election Efforts,SD,"A progressive voter turnout campaign, rooted in SD Native communities.",https://secure.actblue.com/entity/fundraisers/26168,,https://wp.movement.vote/wp-content/uploads/ActBlueSDN-logo-250x250.jpg,
American Center for Outreach (ACO) / ACO Foundation,TN,"A political advocacy organization that brings the Muslim voice to the political stage with the objective to change the local political debate. It preserved religious freedom by mobilizing Tennesseans from all walks of life in historic ways. ACO analyzes policies, meets with lawmakers, builds community allies, and pushes back on counterproductive legislation. This election, it launched the “Go Vote!” campaign to ensure that Muslim Tennesseans head to the polls.",https://www.acotn.org/,,https://wp.movement.vote/wp-content/uploads/AmericanCenterforOutreach_logo-1-250x250.jpg,Religious Freedom
American Muslim Advisory Council (AMAC),TN,"The American Muslim Advisory Council protects the religious freedom of all Tennesseans by resisting attempts to marginalize the Tennessee Muslim Community. AMAC focuses on building bridges through working with people of goodwill to counter hate, bigotry and targeted violence.",https://www.amactn.org,,https://wp.movement.vote/wp-content/uploads/AmericanMuslimAdvisoryCouncil_logo-250x250.jpg,"Immigrant Rights, Racial Justice, Voting Rights"
Black Voters Matter - Tennessee,TN,"The Black Voters Matter Fund is dedicated to expanding Black voter engagement and increasing progressive power. In Tennessee, they’re texting voters en masse to turn out in November, focused on a Nashville ballot referendum to create a citizen-led Community Oversight Board to keep police accountable.",https://www.blackvotersmatterfund.org/,https://secure.actblue.com/donate/black-voters-matter-fund-inc-1?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/BlackVotersMatter-logo-250x250.png,"Economic Justice, Racial Justice, Voting Rights"
Equity Alliance,TN,"A Nashville-based nonprofit that seeks to equip citizens of color with tools and strategies to engage in the civic process and empower them to take action on issues affecting their daily lives. They monitor legislation and engage in policy research, educate communities about the political process, create alliances, and engage citizens to take action by promoting civic leadership. Their work is organized around voter education, registration, restoration, and rights.",https://theequityalliance.org/,,https://wp.movement.vote/wp-content/uploads/equityalliance-250x250.jpeg,"Racial Justice, Voting Rights"
Memphis for All,TN,"Fighting for a different kind of city and state – one that is run by and for all. Organizing for an economy that works, a legal system that treats people fairly, and a democracy truly run for and by the people. It seeks to expand access and organize a progressive vision to bring thousands into the political process, elect working people, especially of color, and stand up to fight back against the racist, sexist, and corporate agenda attacking communities. They’ve endorsed candidates at all levels government in the state who have won their races.",https://www.memphisforall.com/,https://secure.actblue.com/donate/memphis-for-all-1#?recurring=true?refcode=crush2020,https://wp.movement.vote/wp-content/uploads/memphis_forall-250x250.jpg,"Climate / Environment, Economic Justice, Education, End Mass Criminalization, Healthcare, Immigrant Rights, LGBTQ, Racial Justice, Reproductive Justice, Voting Rights"
